Fasta headers	Protein IDs	Majority protein IDs	Norm_abundance_PAD4_rep1	Norm_abundance_PAD4_rep2	Norm_abundance_PAD4_rep3	Norm_abundance_PAD4_rep4	Norm_abundance_YFP_rep1	Norm_abundance_YFP_rep2	Norm_abundance_YFP_rep3	Norm_abundance_YFP_rep4	log2_PAD4_vs_YFP	pval_PAD4_vs_YFP
AT1G09920.1 | Symbols:  | TRAF-type zinc finger-related | chr1:3224863-3226860 REVERSE LENGTH=192	AT1G09920.1	AT1G09920.1	20.29692	20.4496	20.26797	20.3931	19.9549	20.47426	20.28812	20.0333	0.164254189	0.241282399
AT1G09932.2 | Symbols:  | Phosphoglycerate mutase family protein | chr1:3230716-3232924 REVERSE LENGTH=253;AT1G09932.1 | Symbols:  | Phosphoglycerate mutase family protein | chr1:3230716-3233027 REVERSE LENGTH=260	AT1G09932.2;AT1G09932.1	AT1G09932.2;AT1G09932.1	24.34469	24.7134	25.34408	25.13277	20.41709	22.3983	19.99594	20.9097	3.953477859	0.000440991
AT1G10140.1 | Symbols:  | Uncharacterised conserved protein UCP031279 | chr1:3322970-3323473 REVERSE LENGTH=167	AT1G10140.1	AT1G10140.1	18.73615	19.05439	19.34304	19.46064	19.92784	21.36979	20.43452	18.34645	-0.871094704	0.230619404
"AT1G10170.1 | Symbols: ATNFXL1, NFXL1 | NF-X-like 1 | chr1:3333925-3337491 REVERSE LENGTH=1188"	AT1G10170.1	AT1G10170.1	19.57624	19.57185	20.17636	19.65722	23.33197	23.59844	23.82221	23.20749	-3.744608402	1.49E-06
AT1G10200.1 | Symbols: WLIM1 | GATA type zinc finger transcription factor family protein | chr1:3346677-3347763 REVERSE LENGTH=190	AT1G10200.1	AT1G10200.1	25.42502	26.13671	26.52859	26.73699	23.72057	24.62684	25.61602	21.29209	2.392949104	0.048562101
AT1G10340.2 | Symbols:  | Ankyrin repeat family protein | chr1:3390475-3392481 REVERSE LENGTH=574;AT1G10340.1 | Symbols:  | Ankyrin repeat family protein | chr1:3390475-3392481 REVERSE LENGTH=578	AT1G10340.2;AT1G10340.1	AT1G10340.2;AT1G10340.1	21.85973	23.00005	22.93846	23.03376	20.4831	20.09911	20.67519	21.77846	1.949036598	0.005371419
AT1G10510.1 | Symbols: emb2004 | RNI-like superfamily protein | chr1:3461771-3465590 FORWARD LENGTH=605	AT1G10510.1	AT1G10510.1	25.25551	25.54713	25.51105	25.61535	24.26778	24.36159	24.23228	24.24023	1.206791878	7.14E-06
"AT1G10760.1 | Symbols: SEX1, SOP1, SOP, GWD1, GWD | Pyruvate phosphate dikinase, PEP/pyruvate binding domain | chr1:3581210-3590043 REVERSE LENGTH=1399"	AT1G10760.1;AT4G24450.1	AT1G10760.1	22.92964	19.19448	22.9575	22.85161	22.6929	20.85296	20.60028	20.46342	0.830921173	0.465045329
AT1G10840.1 | Symbols: TIF3H1 | translation initiation factor 3 subunit H1 | chr1:3607885-3610299 REVERSE LENGTH=337;AT1G10840.2 | Symbols: TIF3H1 | translation initiation factor 3 subunit H1 | chr1:3607885-3609657 REVERSE LENGTH=250	AT1G10840.1;AT1G10840.2	AT1G10840.1;AT1G10840.2	23.80637	23.65316	23.32581	23.52025	22.41077	22.69409	23.76344	22.02874	0.852135181	0.069348733
"AT1G11260.1 | Symbols: STP1, ATSTP1 | sugar transporter 1 | chr1:3777460-3780133 FORWARD LENGTH=522"	AT1G11260.1	AT1G11260.1	23.7415	23.97692	24.44392	23.77555	19.83443	23.93841	20.82461	22.84864	2.122952461	0.066415968
"AT1G11720.1 | Symbols: ATSS3, SS3 | starch synthase 3 | chr1:3952460-3956840 FORWARD LENGTH=1042;AT1G11720.2 | Symbols: SS3 | starch synthase 3 | chr1:3951597-3956840 FORWARD LENGTH=1094"	AT1G11720.1;AT1G11720.2	AT1G11720.1;AT1G11720.2	20.55749	18.77044	21.02925	21.25061	22.32045	19.40733	20.55775	21.2751	-0.488208294	0.578654759
"AT1G11750.1 | Symbols: CLPP6, NCLPP1, NCLPP6 | CLP protease proteolytic subunit 6 | chr1:3967609-3969535 FORWARD LENGTH=271;AT1G11750.2 | Symbols: CLPP6 | CLP protease proteolytic subunit 6 | chr1:3967609-3969535 FORWARD LENGTH=289"	AT1G11750.1;AT1G11750.2	AT1G11750.1;AT1G11750.2	24.63323	24.80144	24.69408	24.4484	25.16798	25.00123	24.77886	25.16802	-0.384737968	0.017357139
"AT1G11840.4 | Symbols: ATGLX1, GLX1 | glyoxalase I homolog | chr1:3996045-3997518 FORWARD LENGTH=283;AT1G11840.3 | Symbols: ATGLX1, GLX1 | glyoxalase I homolog | chr1:3996045-3997518 FORWARD LENGTH=283;AT1G11840.2 | Symbols: ATGLX1, GLX1 | glyoxalase I hom"	AT1G11840.4;AT1G11840.3;AT1G11840.2;AT1G11840.1;AT1G11840.6;AT1G11840.5	AT1G11840.4;AT1G11840.3;AT1G11840.2;AT1G11840.1;AT1G11840.6	23.81763	23.95154	23.66926	23.39558	22.10514	22.157	22.79134	21.22788	1.638160706	0.003059181
AT1G11860.3 | Symbols:  | Glycine cleavage T-protein family | chr1:4001801-4003245 FORWARD LENGTH=408;AT1G11860.2 | Symbols:  | Glycine cleavage T-protein family | chr1:4001801-4003245 FORWARD LENGTH=408;AT1G11860.1 | Symbols:  | Glycine cleavage T-protein	AT1G11860.3;AT1G11860.2;AT1G11860.1	AT1G11860.3;AT1G11860.2;AT1G11860.1	28.47441	28.77674	28.27449	28.46314	29.71877	28.56866	28.94003	29.25782	-0.624123096	0.056720524
"AT1G11910.1 | Symbols: APA1, ATAPA1 | aspartic proteinase A1 | chr1:4017119-4019874 REVERSE LENGTH=506"	AT1G11910.1	AT1G11910.1	21.54802	21.70447	22.09439	22.11331	22.06426	19.99817	19.5504	19.42974	1.604403973	0.043599788
AT1G12000.1 | Symbols:  | Phosphofructokinase family protein | chr1:4050159-4053727 REVERSE LENGTH=566	AT1G12000.1	AT1G12000.1	22.1687	21.81601	22.05278	21.85198	19.64919	21.30518	19.28237	18.28773	2.341250896	0.010126542
AT1G12010.1 | Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr1:4056274-4057670 FORWARD LENGTH=320	AT1G12010.1	AT1G12010.1	20.03778	20.05881	20.19244	20.2958	20.25414	19.68419	20.03807	19.40141	0.301755428	0.178641995
"AT1G12240.1 | Symbols: ATBETAFRUCT4, VAC-INV | Glycosyl hydrolases family 32 protein | chr1:4153699-4157457 FORWARD LENGTH=664"	AT1G12240.1	AT1G12240.1	20.24816	21.6946	21.23806	21.57122	20.24401	19.57835	19.99495	21.37913	0.888899326	0.129398678
AT1G12310.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:4187500-4187946 REVERSE LENGTH=148;AT1G62820.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:23263822-23264268 REVERSE LENGTH=148	AT1G12310.1;AT1G62820.1	AT1G12310.1;AT1G62820.1	25.3979	24.6397	25.90412	25.3281	25.44525	25.71479	25.35904	26.4186	-0.416964054	0.283353353
AT1G12470.1 | Symbols:  | zinc ion binding | chr1:4251359-4257201 FORWARD LENGTH=988	AT1G12470.1	AT1G12470.1	20.32545	21.89682	21.9706	22.7984	20.09626	19.79158	20.48697	19.58161	1.758712292	0.018999513
"AT1G12840.1 | Symbols: DET3, ATVHA-C | vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3) | chr1:4375584-4378220 FORWARD LENGTH=375"	AT1G12840.1	AT1G12840.1	22.15795	22.14046	22.81008	21.90165	20.23977	20.47406	20.69961	19.27465	2.080514431	0.001335301
AT1G12900.4 | Symbols: GAPA-2 | glyceraldehyde 3-phosphate dehydrogenase A subunit 2 | chr1:4392634-4393850 REVERSE LENGTH=350;AT1G12900.3 | Symbols: GAPA-2 | glyceraldehyde 3-phosphate dehydrogenase A subunit 2 | chr1:4392634-4393850 REVERSE LENGTH=350;AT	AT1G12900.4;AT1G12900.3;AT1G12900.1;AT1G12900.2	AT1G12900.4;AT1G12900.3;AT1G12900.1;AT1G12900.2	30.03118	30.15943	29.65424	28.85777	29.47483	28.81137	28.52249	28.28516	0.902192593	0.059964748
AT1G13060.1 | Symbols: PBE1 | 20S proteasome beta subunit E1 | chr1:4452641-4454663 FORWARD LENGTH=274;AT1G13060.2 | Symbols: PBE1 | 20S proteasome beta subunit E1 | chr1:4452641-4454663 FORWARD LENGTH=298	AT1G13060.1;AT1G13060.2	AT1G13060.1;AT1G13060.2	24.20702	24.67142	23.82026	23.92778	23.98893	23.67498	23.97132	24.19895	0.198073864	0.399389626
"AT1G13110.1 | Symbols: CYP71B7 | cytochrome P450, family 71 subfamily B, polypeptide 7 | chr1:4467272-4468857 FORWARD LENGTH=504;AT1G13090.1 | Symbols: CYP71B28 | cytochrome P450, family 71, subfamily B, polypeptide 28 | chr1:4461846-4463400 FORWARD LENGTH"	AT1G13110.1;AT1G13090.1;AT1G13100.1;AT3G26230.1;AT3G26270.1;AT3G26210.1;AT3G26280.1	AT1G13110.1;AT1G13090.1	22.50179	23.62511	22.2988	22.88502	20.88889	20.80381	19.68852	20.14303	2.44661665	0.000967912
AT1G13190.1 | Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr1:4499633-4501354 FORWARD LENGTH=573	AT1G13190.1	AT1G13190.1	20.35028	19.43106	19.69437	19.83408	21.33325	21.46483	24.16454	21.45844	-2.277818203	0.018805069
AT1G13210.1 | Symbols: ACA.l | autoinhibited Ca2+/ATPase II | chr1:4509252-4513774 REVERSE LENGTH=1203	AT1G13210.1;AT1G68710.1;AT3G25610.1	AT1G13210.1	20.29064	20.49258	20.41648	20.5769	19.56809	20.62543	19.1835	20.05087	0.587175369	0.113860688
AT1G13320.2 | Symbols: PP2AA3 | protein phosphatase 2A  subunit A3 | chr1:4563970-4567348 REVERSE LENGTH=537;AT1G13320.3 | Symbols: PP2AA3 | protein phosphatase 2A  subunit A3 | chr1:4563692-4567348 REVERSE LENGTH=587;AT1G13320.1 | Symbols: PP2AA3 | protei	AT1G13320.2;AT1G13320.3;AT1G13320.1	AT1G13320.2;AT1G13320.3;AT1G13320.1	25.06739	25.23213	24.73412	25.28648	24.01333	23.91925	24.02707	24.77364	0.896706581	0.008638679
"AT1G13440.1 | Symbols: GAPC-2, GAPC2 | glyceraldehyde-3-phosphate dehydrogenase C2 | chr1:4608465-4610494 REVERSE LENGTH=338;AT1G13440.2 | Symbols: GAPC-2, GAPC2 | glyceraldehyde-3-phosphate dehydrogenase C2 | chr1:4608465-4610494 REVERSE LENGTH=310"	AT1G13440.1;AT1G13440.2	AT1G13440.1;AT1G13440.2	25.54224	25.69096	26.14614	25.68638	25.6971	25.27537	23.76719	19.36243	2.240906715	0.174235536
AT1G13470.1 | Symbols:  | Protein of unknown function (DUF1262) | chr1:4620322-4621542 REVERSE LENGTH=379	AT1G13470.1	AT1G13470.1	23.60908	23.2894	23.35864	23.61178	21.81562	20.20866	20.14186	21.08809	2.653665543	0.000615256
AT1G13480.1 | Symbols:  | Protein of unknown function (DUF1262) | chr1:4622783-4624043 REVERSE LENGTH=387;AT1G13510.1 | Symbols:  | Protein of unknown function (DUF1262) | chr1:4629459-4630687 REVERSE LENGTH=380;AT1G13540.1 | Symbols:  | Protein of unknown	AT1G13480.1;AT1G13510.1;AT1G13540.1;AT1G13520.1	AT1G13480.1;AT1G13510.1;AT1G13540.1;AT1G13520.1	21.16705	21.96674	22.787	22.05056	19.72223	19.98529	19.5459	20.83843	1.969873905	0.004110635
AT1G13930.3 | Symbols:  | Involved in response to salt stress.  Knockout mutants are hypersensitive to salt stress. | chr1:4761091-4761558 FORWARD LENGTH=155;AT1G13930.2 | Symbols:  | Involved in response to salt stress.  Knockout mutants are hypersensitiv	AT1G13930.3;AT1G13930.2;AT1G13930.1	AT1G13930.3;AT1G13930.2;AT1G13930.1	21.66614	21.46204	21.47793	21.7909	25.28919	24.69652	22.93054	22.75957	-2.319703102	0.010856693
"AT1G14320.1 | Symbols: SAC52, RPL10, RPL10A | Ribosomal protein L16p/L10e family protein | chr1:4888270-4889408 FORWARD LENGTH=220;AT1G66580.1 | Symbols: SAG24, RPL10C | senescence associated gene 24 | chr1:24839208-24840439 FORWARD LENGTH=221;AT1G14320.2"	AT1G14320.1;AT1G66580.1;AT1G14320.2;AT1G26910.1	AT1G14320.1;AT1G66580.1;AT1G14320.2;AT1G26910.1	23.53967	23.41905	23.42227	22.83586	25.76122	25.86486	25.13469	25.35545	-2.224841118	7.62E-05
AT1G14345.1 | Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:4899176-4899766 FORWARD LENGTH=196	AT1G14345.1	AT1G14345.1	22.41944	22.63604	22.5775	22.4007	19.26605	19.53364	20.83529	20.73778	2.415233135	0.001043877
"AT1G14410.1 | Symbols: ATWHY1, PTAC1, WHY1 | ssDNA-binding transcriptional regulator | chr1:4929352-4930810 REVERSE LENGTH=263"	AT1G14410.1	AT1G14410.1	21.97372	21.57667	21.35116	20.19895	19.11642	20.58661	19.44732	21.49955	1.112651348	0.14562438
AT1G14810.1 | Symbols:  | semialdehyde dehydrogenase family protein | chr1:5102684-5104633 REVERSE LENGTH=375	AT1G14810.1	AT1G14810.1	25.72853	25.77796	26.1776	26.05074	26.12747	25.12518	24.6863	25.40493	0.597735882	0.111986991
AT1G15125.1 | Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr1:5204625-5205912 FORWARD LENGTH=351	AT1G15125.1	AT1G15125.1	21.37518	20.4224	21.74238	20.27719	20.88915	19.50184	19.39466	20.3196	0.927974224	0.114990031
AT1G15140.3 | Symbols:  | FAD/NAD(P)-binding oxidoreductase | chr1:5210642-5212137 REVERSE LENGTH=271;AT1G15140.2 | Symbols:  | FAD/NAD(P)-binding oxidoreductase | chr1:5210642-5212137 REVERSE LENGTH=271;AT1G15140.1 | Symbols:  | FAD/NAD(P)-binding oxidore	AT1G15140.3;AT1G15140.2;AT1G15140.1	AT1G15140.3;AT1G15140.2;AT1G15140.1	24.76678	24.15638	24.68051	25.36179	21.99162	21.99528	21.5595	20.23602	3.295763016	0.000490172
"AT1G15520.1 | Symbols: PDR12, ATPDR12, ABCG40, ATABCG40 | pleiotropic drug resistance 12 | chr1:5331993-5338175 REVERSE LENGTH=1423"	AT1G15520.1	AT1G15520.1	22.78682	24.09378	20.80294	20.97276	20.1091	19.70021	19.57314	21.08232	2.047878742	0.053771869
"AT1G15690.1 | Symbols: AVP1, ATAVP3, AVP-3, AtVHP1;1 | Inorganic H pyrophosphatase family protein | chr1:5399115-5402185 FORWARD LENGTH=770;AT1G15690.2 | Symbols: AVP1, ATAVP3, AVP-3, AtVHP1;1 | Inorganic H pyrophosphatase family protein | chr1:5399115-540"	AT1G15690.1;AT1G15690.2	AT1G15690.1;AT1G15690.2	25.7618	25.45152	25.41096	24.56186	21.52924	18.83776	20.01546	22.9639	4.459944248	0.003078146
AT1G15730.1 | Symbols:  | Cobalamin biosynthesis CobW-like protein | chr1:5407535-5409937 REVERSE LENGTH=448	AT1G15730.1	AT1G15730.1	25.77347	25.37216	25.46301	25.84096	23.4979	19.45996	23.54604	24.92284	2.755714417	0.059006854
"AT1G15820.1 | Symbols: LHCB6, CP24 | light harvesting complex photosystem II subunit 6 | chr1:5446685-5447676 REVERSE LENGTH=258"	AT1G15820.1	AT1G15820.1	31.91951	31.3163	31.50853	30.80463	29.0224	28.6018	28.72156	28.73641	2.616698742	4.26E-05
"AT1G15950.2 | Symbols: CCR1, IRX4, ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481949 FORWARD LENGTH=337;AT1G15950.1 | Symbols: CCR1, IRX4, ATCCR1 | cinnamoyl coa reductase 1 | chr1:5478855-5481915 FORWARD LENGTH=344"	AT1G15950.2;AT1G15950.1	AT1G15950.2;AT1G15950.1	21.61876	21.55576	22.41251	22.13176	20.10801	22.06812	21.68295	21.78605	0.518417835	0.328721794
"AT1G15980.1 | Symbols: NDF1, NDH48 | NDH-dependent cyclic electron flow 1 | chr1:5489314-5491199 FORWARD LENGTH=461"	AT1G15980.1	AT1G15980.1	22.86575	22.64933	22.65604	22.10748	19.99387	20.26726	20.55485	19.44751	2.50377655	0.000123269
AT1G16470.2 | Symbols: PAB1 | proteasome subunit PAB1 | chr1:5623122-5625439 FORWARD LENGTH=235;AT1G16470.1 | Symbols: PAB1 | proteasome subunit PAB1 | chr1:5623122-5625439 FORWARD LENGTH=235	AT1G16470.2;AT1G16470.1	AT1G16470.2;AT1G16470.1	19.62078	20.98177	18.15122	18.84324	25.64798	25.22288	25.12487	25.37089	-5.942402363	7.21E-05
AT1G16720.1 | Symbols: HCF173 | high chlorophyll fluorescence phenotype 173 | chr1:5723161-5726248 FORWARD LENGTH=598	AT1G16720.1	AT1G16720.1	24.63262	24.49253	24.05026	23.97535	23.17728	22.80835	20.89719	21.16257	2.276341915	0.00880683
AT1G16790.1 | Symbols:  | ribosomal protein-related | chr1:5744638-5745072 FORWARD LENGTH=144	AT1G16790.1	AT1G16790.1	20.29756	19.38758	20.85706	20.19189	23.06227	22.66642	23.36546	23.07001	-2.857516766	0.000142428
AT1G16820.2 | Symbols:  | vacuolar ATP synthase catalytic subunit-related / V-ATPase-related / vacuolar proton pump-related | chr1:5757199-5758202 REVERSE LENGTH=66;AT1G16820.1 | Symbols:  | vacuolar ATP synthase catalytic subunit-related / V-ATPase-relate	AT1G16820.2;AT1G16820.1	AT1G16820.2;AT1G16820.1	22.32089	21.09937	23.38837	19.73727	19.65735	20.09902	19.42756	20.44353	1.729612827	0.079180783
AT1G16880.1 | Symbols:  | uridylyltransferase-related | chr1:5773796-5776125 FORWARD LENGTH=290;AT1G16880.2 | Symbols:  | uridylyltransferase-related | chr1:5773796-5775272 FORWARD LENGTH=213	AT1G16880.1;AT1G16880.2	AT1G16880.1;AT1G16880.2	22.64755	22.56999	22.55742	22.32619	20.5011	20.26233	20.58442	19.73538	2.254479408	3.20E-05
AT1G17100.1 | Symbols:  | SOUL heme-binding family protein | chr1:5844766-5845539 FORWARD LENGTH=232	AT1G17100.1	AT1G17100.1	23.06354	23.12482	23.19679	23.15111	23.05568	23.26127	23.06199	23.03419	0.0307827	0.625426844
AT1G17290.1 | Symbols: AlaAT1 | alanine aminotransferas | chr1:5922771-5926093 FORWARD LENGTH=543	AT1G17290.1;AT1G72330.2;AT1G72330.1;AT1G72330.3	AT1G17290.1	24.84991	25.1281	24.63034	24.86448	24.46033	24.32862	24.5285	22.81261	0.835692883	0.094515417
"AT1G17580.1 | Symbols: MYA1, ATMYA1, XI-1 | myosin 1 | chr1:6039453-6049309 FORWARD LENGTH=1520"	AT1G17580.1	AT1G17580.1	21.84311	23.13097	23.09912	22.92011	22.14833	23.28023	23.40015	23.83547	-0.417719364	0.409946725
"AT1G17720.2 | Symbols: ATB BETA | Protein phosphatase 2A, regulatory subunit PR55 | chr1:6093949-6098065 REVERSE LENGTH=500"	AT1G17720.2	AT1G17720.2	19.7144	19.1538	18.20197	20.33138	23.83142	24.02521	23.55169	24.55221	-4.639744759	8.75E-05
AT1G17745.1 | Symbols: PGDH | D-3-phosphoglycerate dehydrogenase | chr1:6101157-6104979 FORWARD LENGTH=624;AT1G17745.2 | Symbols: PGDH | D-3-phosphoglycerate dehydrogenase | chr1:6101157-6104979 FORWARD LENGTH=651	AT1G17745.1;AT1G17745.2	AT1G17745.1;AT1G17745.2	22.51506	22.34657	22.44821	22.63759	19.72586	20.22491	21.17702	20.90717	1.978121758	0.001042252
"AT1G17840.1 | Symbols: WBC11, ABCG11, DSO, COF1, ATWBC11 | white-brown complex homolog protein 11 | chr1:6142870-6145894 FORWARD LENGTH=703"	AT1G17840.1	AT1G17840.1	21.21543	21.3362	21.6428	22.30977	18.89641	20.42359	19.71897	19.33718	2.032013416	0.002436512
AT1G18060.1 | Symbols:  | unknown protein;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;Has 74 Blast hits to 74 proteins in 29 species: Archae - 0;Bacteria - 19;M	AT1G18060.1	AT1G18060.1	23.28531	23.00008	22.84805	23.19625	19.65888	20.78455	19.29756	19.23124	3.339367867	0.000108169
"AT1G18080.1 | Symbols: ATARCA, RACK1A_AT, RACK1A | Transducin/WD40 repeat-like superfamily protein | chr1:6222325-6223901 FORWARD LENGTH=327"	AT1G18080.1	AT1G18080.1	27.92734	28.41401	27.99156	27.21799	27.60116	27.55384	27.19103	27.68445	0.380104065	0.21007108
AT1G18150.3 | Symbols: ATMPK8 | Protein kinase superfamily protein | chr1:6244641-6247582 REVERSE LENGTH=589;AT1G18150.2 | Symbols: ATMPK8 | Protein kinase superfamily protein | chr1:6244641-6247582 REVERSE LENGTH=589;AT1G18150.1 | Symbols: ATMPK8 | Protei	AT1G18150.3;AT1G18150.2;AT1G18150.1	AT1G18150.3;AT1G18150.2;AT1G18150.1	22.32408	22.20616	22.02992	20.12909	19.31089	19.90058	20.23938	21.12791	1.527622223	0.054875167
AT1G18170.1 | Symbols:  | FKBP-like peptidyl-prolyl cis-trans isomerase family protein | chr1:6254291-6255507 FORWARD LENGTH=247	AT1G18170.1	AT1G18170.1	24.03423	24.19107	23.9188	23.61941	18.71761	19.24009	20.83335	20.77226	4.050049782	0.000323812
AT1G18210.2 | Symbols:  | Calcium-binding EF-hand family protein | chr1:6268273-6268785 REVERSE LENGTH=170;AT1G18210.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:6268273-6268785 REVERSE LENGTH=170	AT1G18210.2;AT1G18210.1	AT1G18210.2;AT1G18210.1	22.65788	22.97207	23.32347	23.2068	20.77942	22.31246	20.39757	21.4022	1.817142487	0.006349793
AT1G18270.1 | Symbols:  | ketose-bisphosphate aldolase class-II family protein | chr1:6283634-6293772 REVERSE LENGTH=1373;AT1G18270.2 | Symbols:  | ketose-bisphosphate aldolase class-II family protein | chr1:6283634-6293772 REVERSE LENGTH=1374;AT1G18270.3	AT1G18270.1;AT1G18270.2;AT1G18270.3	AT1G18270.1;AT1G18270.2;AT1G18270.3	23.12832	23.01453	22.76941	22.29078	20.48598	20.3041	20.33691	20.4649	2.402784348	1.56E-05
"AT1G18450.1 | Symbols: ATARP4, ARP4 | actin-related protein 4 | chr1:6348199-6351766 FORWARD LENGTH=441"	AT1G18450.1	AT1G18450.1	22.48734	22.72744	22.77187	22.56688	23.05053	22.72449	23.33265	23.1104	-0.416133404	0.026503001
"AT1G18500.1 | Symbols: MAML-4, IPMS1 | methylthioalkylmalate synthase-like 4 | chr1:6369347-6372861 FORWARD LENGTH=631"	AT1G18500.1;AT5G23010.1	AT1G18500.1	25.96014	25.43221	26.32332	26.42875	23.29292	19.91619	20.12042	20.06446	5.187606812	0.00086229
AT1G18540.1 | Symbols:  | Ribosomal protein L6 family protein | chr1:6377448-6378548 REVERSE LENGTH=233	AT1G18540.1	AT1G18540.1	21.65936	22.85386	21.90511	22.51814	21.96229	19.63289	20.66389	22.06674	1.152663231	0.122009825
"AT1G18590.1 | Symbols: SOT17, ATSOT17, ATST5C | sulfotransferase 17 | chr1:6398634-6399674 FORWARD LENGTH=346"	AT1G18590.1	AT1G18590.1	21.62565	19.4648	21.7314	20.73232	23.66796	22.65312	23.49277	23.62199	-2.470415592	0.00516914
AT1G18660.3 | Symbols:  | zinc finger (C3HC4-type RING finger) family protein | chr1:6421433-6425565 FORWARD LENGTH=486;AT1G18660.2 | Symbols:  | zinc finger (C3HC4-type RING finger) family protein | chr1:6421433-6425565 FORWARD LENGTH=486;AT1G18660.1 | Sy	AT1G18660.3;AT1G18660.2;AT1G18660.1;AT1G18660.4	AT1G18660.3;AT1G18660.2;AT1G18660.1;AT1G18660.4	21.35692	20.76671	19.54349	21.68123	25.87486	25.52952	26.21347	26.06369	-5.083295345	4.89E-05
AT1G18730.3 | Symbols: NDF6 | NDH dependent flow 6 | chr1:6460625-6462107 FORWARD LENGTH=174;AT1G18730.1 | Symbols: NDF6 | NDH dependent flow 6 | chr1:6460625-6462107 FORWARD LENGTH=175	AT1G18730.3;AT1G18730.1	AT1G18730.3;AT1G18730.1	22.18186	22.27136	21.2217	20.33962	19.03983	19.98949	22.29687	21.20667	0.870423317	0.341788942
"AT1G19570.1 | Symbols: DHAR1, ATDHAR1, DHAR5 | dehydroascorbate reductase | chr1:6773462-6774413 REVERSE LENGTH=213;AT1G19570.2 | Symbols: DHAR1, ATDHAR1, DHAR5 | dehydroascorbate reductase | chr1:6773462-6774413 REVERSE LENGTH=212"	AT1G19570.1;AT1G19570.2;AT1G19550.1	AT1G19570.1;AT1G19570.2	21.47289	21.76583	21.98454	22.4355	21.48544	24.09168	20.09532	19.6698	0.579129219	0.589917312
"AT1G19920.1 | Symbols: APS2, ASA1 | Pseudouridine synthase/archaeosine transglycosylase-like family protein | chr1:6914835-6916657 REVERSE LENGTH=476"	AT1G19920.1	AT1G19920.1	25.20903	25.47023	25.26982	23.73862	24.4186	23.23725	23.0672	23.42547	1.384791851	0.032530301
AT1G20010.1 | Symbols: TUB5 | tubulin beta-5 chain | chr1:6938033-6940481 REVERSE LENGTH=449	AT1G20010.1	AT1G20010.1	27.79296	27.94213	27.76907	27.65779	26.312	26.65772	26.01216	26.73182	1.36206007	0.000245942
"AT1G20020.2 | Symbols: ATLFNR2 | ferredoxin-NADP(+)-oxidoreductase 2 | chr1:6942851-6944868 FORWARD LENGTH=350;AT1G20020.1 | Symbols: ATLFNR2, FNR2 | ferredoxin-NADP(+)-oxidoreductase 2 | chr1:6942851-6944868 FORWARD LENGTH=369;AT1G20020.3 | Symbols: ATLFN"	AT1G20020.2;AT1G20020.1;AT1G20020.3	AT1G20020.2;AT1G20020.1;AT1G20020.3	26.45152	25.76883	26.12676	26.00164	24.62684	23.54699	19.76489	20.02005	4.097494602	0.016318795
"AT1G20050.1 | Symbols: HYD1 | C-8,7 sterol isomerase | chr1:6949160-6950135 FORWARD LENGTH=223"	AT1G20050.1	AT1G20050.1	21.77225	21.213	21.36355	20.56281	19.59803	19.73898	21.07475	20.04051	1.114838123	0.037041837
"AT1G20200.1 | Symbols: EMB2719, HAP15 | PAM domain (PCI/PINT associated module) protein | chr1:7001409-7004154 REVERSE LENGTH=488"	AT1G20200.1	AT1G20200.1	24.91265	25.94813	25.23626	25.12388	22.44723	23.42329	22.34115	23.89781	2.277857304	0.002068884
